epoch,train_loss,valid_loss,recons_loss,time
0,0.5888213515281677,0.5731455087661743,0.5733007788658142,00:34
1,0.5375695824623108,0.5255562663078308,0.5257380604743958,00:34
2,0.5040494203567505,0.4921301007270813,0.4922734797000885,00:33
3,0.48928922414779663,0.47424644231796265,0.4743398427963257,00:32
4,0.474717378616333,0.4545894265174866,0.45473629236221313,00:32
5,0.4635067582130432,0.456419438123703,0.4566868245601654,00:32
6,0.4552522301673889,0.4382902979850769,0.4384694993495941,00:32
7,0.4478849172592163,0.4354134798049927,0.4356488883495331,00:32
8,0.44325682520866394,0.4286986291408539,0.42909756302833557,00:32
9,0.431779682636261,0.3994903862476349,0.3997698426246643,00:32
10,0.4247047007083893,0.4083535075187683,0.4086655080318451,00:32
11,0.4258939027786255,0.3959333002567291,0.3962361514568329,00:32
12,0.4173733592033386,0.4050001800060272,0.4053197205066681,00:32
13,0.4108034372329712,0.38673555850982666,0.3871205449104309,00:32
14,0.40737858414649963,0.4007483422756195,0.40096747875213623,00:32
15,0.4041728675365448,0.37978067994117737,0.3801374137401581,00:32
16,0.3917141258716583,0.36957618594169617,0.36992374062538147,00:32
17,0.39206817746162415,0.3675723373889923,0.3679826557636261,00:32
18,0.38498952984809875,0.35447320342063904,0.3548346161842346,00:32
19,0.38049447536468506,0.37122392654418945,0.37146759033203125,00:32
20,0.37394630908966064,0.3419187366962433,0.3422643840312958,00:32
21,0.3675016164779663,0.33837395906448364,0.33880215883255005,00:32
22,0.362061083316803,0.3435693383216858,0.34394770860671997,00:32
23,0.3571443557739258,0.3277009129524231,0.3281209468841553,00:32
24,0.35349971055984497,0.33116021752357483,0.3314683735370636,00:32
25,0.348439484834671,0.31902968883514404,0.3192959129810333,00:32
26,0.3454139530658722,0.318966269493103,0.319504976272583,00:32
27,0.3379018306732178,0.3089815676212311,0.3093186020851135,00:32
28,0.33985593914985657,0.31197890639305115,0.3122694790363312,00:32
29,0.3326643109321594,0.3057815730571747,0.3060735762119293,00:32
30,0.3302147090435028,0.3002859354019165,0.30059704184532166,00:32
31,0.3278423547744751,0.3037306070327759,0.3040521442890167,00:32
32,0.3202599287033081,0.293886661529541,0.29417118430137634,00:32
33,0.3202068507671356,0.2969767451286316,0.29729002714157104,00:32
34,0.3129165470600128,0.2895205020904541,0.28987085819244385,00:32
35,0.3163546621799469,0.30517277121543884,0.3054056763648987,00:32
36,0.3102792501449585,0.2928955554962158,0.2932286858558655,00:32
37,0.3048158884048462,0.27790501713752747,0.2781316041946411,00:32
38,0.30700451135635376,0.2821950316429138,0.2825445532798767,00:32
39,0.2977236807346344,0.275691419839859,0.2759926915168762,00:32
40,0.2975262999534607,0.27945423126220703,0.27968573570251465,00:32
41,0.29309114813804626,0.2715971767902374,0.27185484766960144,00:32
42,0.29374516010284424,0.2706206440925598,0.2708510458469391,00:32
43,0.29457587003707886,0.2741617262363434,0.2744266092777252,00:32
44,0.29060253500938416,0.2650677561759949,0.26530301570892334,00:32
45,0.28541138768196106,0.266816645860672,0.2670494616031647,00:32
46,0.28644317388534546,0.261783629655838,0.26200783252716064,00:32
47,0.2786017656326294,0.2678690254688263,0.26810386776924133,00:32
48,0.2843005359172821,0.26478758454322815,0.2649936378002167,00:32
49,0.2772700786590576,0.25631678104400635,0.2565159797668457,00:32
50,0.27655211091041565,0.2550848424434662,0.2552545964717865,00:32
51,0.27406689524650574,0.2536558210849762,0.253877729177475,00:32
52,0.2712116837501526,0.2500646710395813,0.2503027319908142,00:32
53,0.27023735642433167,0.25296005606651306,0.2531372904777527,00:32
54,0.26711341738700867,0.24687175452709198,0.2470783293247223,00:32
55,0.267404168844223,0.24551184475421906,0.24573341012001038,00:32
56,0.2636653780937195,0.24520547688007355,0.24542926251888275,00:32
57,0.26281046867370605,0.24321816861629486,0.24342812597751617,00:32
58,0.2599359452724457,0.24397869408130646,0.244146928191185,00:32
59,0.2584466338157654,0.2442474216222763,0.2444085031747818,00:32
60,0.2567819058895111,0.23878487944602966,0.23896460235118866,00:32
61,0.25773170590400696,0.23924049735069275,0.23941685259342194,00:32
62,0.25783243775367737,0.24254266917705536,0.24272343516349792,00:32
63,0.25367990136146545,0.2361271232366562,0.23629657924175262,00:32
64,0.25177639722824097,0.2344181090593338,0.2345724254846573,00:32
65,0.25158536434173584,0.23170675337314606,0.23184345662593842,00:32
66,0.24644768238067627,0.23076412081718445,0.23087550699710846,00:32
67,0.24298696219921112,0.2310219705104828,0.23116710782051086,00:32
68,0.24272572994232178,0.22896087169647217,0.22910501062870026,00:32
69,0.24640631675720215,0.2274709790945053,0.22759202122688293,00:32
70,0.24158966541290283,0.2250102162361145,0.22513604164123535,00:32
71,0.2402932047843933,0.22437630593776703,0.22452399134635925,00:33
72,0.23752199113368988,0.22422084212303162,0.22435328364372253,00:32
73,0.23715023696422577,0.22334222495555878,0.22346705198287964,00:32
74,0.23619164526462555,0.22236335277557373,0.22246675193309784,00:32
75,0.23694071173667908,0.22212107479572296,0.2222561538219452,00:32
76,0.23289479315280914,0.22076159715652466,0.2208925485610962,00:32
77,0.2364027202129364,0.2177123725414276,0.21785157918930054,00:32
78,0.23149925470352173,0.2187575250864029,0.21890941262245178,00:32
79,0.2301098257303238,0.2170393317937851,0.21712468564510345,00:32
80,0.2292492538690567,0.21538159251213074,0.21551568806171417,00:32
81,0.22776181995868683,0.21608500182628632,0.21621392667293549,00:32
