epoch,train_loss,valid_loss,recons_loss,time
82,0.22655552625656128,0.21587532758712769,0.2159939557313919,00:32
83,0.2233458310365677,0.21456332504749298,0.21467947959899902,00:32
84,0.2241319864988327,0.2137918919324875,0.21390937268733978,00:32
85,0.22183477878570557,0.21302813291549683,0.21318024396896362,00:32
86,0.2234726995229721,0.211695596575737,0.21182122826576233,00:32
87,0.223219096660614,0.21261483430862427,0.2127315253019333,00:35
88,0.21976017951965332,0.21095207333564758,0.21106894314289093,00:32
89,0.2197616696357727,0.21102847158908844,0.21116575598716736,00:32
90,0.22190658748149872,0.2101244181394577,0.2102467268705368,00:32
91,0.22046822309494019,0.21074822545051575,0.21086986362934113,00:32
92,0.2200496792793274,0.20996028184890747,0.21009622514247894,00:32
93,0.22123412787914276,0.2099633365869522,0.21008293330669403,00:32
94,0.21803656220436096,0.21015919744968414,0.21028190851211548,00:32
95,0.2168540060520172,0.2102145403623581,0.21035318076610565,00:32
96,0.22219440340995789,0.2100236713886261,0.21014626324176788,00:41
97,0.21825289726257324,0.210419163107872,0.21054062247276306,00:45
98,0.2187887281179428,0.2099970132112503,0.2101115733385086,00:45
99,0.2211281955242157,0.20933939516544342,0.2094460129737854,00:45
