epoch,train_loss,valid_loss,recons_loss,time
32,0.30571648478507996,0.2808755934238434,0.2810921370983124,00:46
33,0.30100491642951965,0.2795516550540924,0.2798099219799042,00:42
34,0.29669392108917236,0.2764075994491577,0.2766493558883667,00:39
35,0.2970859110355377,0.279186487197876,0.2794782519340515,00:38
36,0.2940543591976166,0.27566444873809814,0.27583032846450806,00:34
37,0.293861985206604,0.26877835392951965,0.26901975274086,00:34
38,0.2892962396144867,0.26504045724868774,0.2652284801006317,00:32
39,0.28733929991722107,0.2644810974597931,0.2647526264190674,00:32
40,0.2865176498889923,0.2647118866443634,0.2649252712726593,00:32
41,0.2827592194080353,0.263746976852417,0.26401257514953613,00:32
42,0.2793477773666382,0.26031503081321716,0.260529488325119,00:32
43,0.2759110629558563,0.25794023275375366,0.25819021463394165,00:32
44,0.2759280800819397,0.2520352602005005,0.25226619839668274,00:32
45,0.2709498703479767,0.256497859954834,0.2566998302936554,00:32
46,0.2660795748233795,0.24646468460559845,0.24663174152374268,00:32
47,0.2667105495929718,0.24580447375774384,0.24604181945323944,00:32
48,0.2652759253978729,0.24676789343357086,0.24696774780750275,00:32
49,0.2660335898399353,0.24706175923347473,0.24728675186634064,00:32
50,0.2612835168838501,0.24372190237045288,0.24395450949668884,00:32
51,0.2613731622695923,0.24613218009471893,0.24633674323558807,00:32
52,0.2607008218765259,0.23882156610488892,0.2390478402376175,00:32
53,0.2543916404247284,0.2353387475013733,0.23552073538303375,00:32
54,0.2558567523956299,0.2360759675502777,0.2362643927335739,00:32
55,0.25401827692985535,0.23670248687267303,0.23690666258335114,00:32
56,0.24910742044448853,0.23430386185646057,0.2345222681760788,00:32
57,0.25016412138938904,0.23098815977573395,0.23116467893123627,00:32
58,0.24418586492538452,0.2296973317861557,0.22991730272769928,00:32
59,0.24332283437252045,0.2299094796180725,0.23006698489189148,00:32
60,0.2430407553911209,0.2259143739938736,0.22604720294475555,00:32
61,0.23838505148887634,0.22629085183143616,0.22641590237617493,00:32
62,0.24095340073108673,0.22263741493225098,0.22282540798187256,00:32
63,0.23551924526691437,0.22172661125659943,0.2218914031982422,00:32
64,0.23525388538837433,0.22283752262592316,0.22299642860889435,00:32
65,0.2325551062822342,0.22199219465255737,0.22212177515029907,00:32
66,0.22958466410636902,0.21667717397212982,0.21685877442359924,00:32
67,0.22860710322856903,0.21754416823387146,0.21767941117286682,00:32
68,0.22787080705165863,0.21711848676204681,0.21728073060512543,00:32
69,0.22596241533756256,0.21521300077438354,0.21537359058856964,00:32
70,0.22446653246879578,0.2116842120885849,0.21182778477668762,00:32
71,0.22133146226406097,0.2129957377910614,0.21317067742347717,00:32
72,0.22624856233596802,0.21281829476356506,0.2129940241575241,00:32
73,0.22076867520809174,0.20918619632720947,0.20933690667152405,00:32
74,0.22171099483966827,0.20779861509799957,0.20796151459217072,00:32
75,0.22027283906936646,0.20905104279518127,0.209189310669899,00:32
76,0.2168901264667511,0.2077643871307373,0.20792321860790253,00:32
77,0.215683251619339,0.20613211393356323,0.20629192888736725,00:32
78,0.2154434323310852,0.20442797243595123,0.20458079874515533,00:32
79,0.2143002599477768,0.20439539849758148,0.20458899438381195,00:32
80,0.21407197415828705,0.20360569655895233,0.20376096665859222,00:32
81,0.21282385289669037,0.20205573737621307,0.202195405960083,00:32
82,0.21146716177463531,0.20194119215011597,0.20213894546031952,00:32
83,0.21108826994895935,0.20156240463256836,0.20170743763446808,00:32
84,0.20907175540924072,0.19998443126678467,0.20014464855194092,00:32
85,0.21078522503376007,0.20025937259197235,0.20043471455574036,00:32
86,0.20727285742759705,0.19914770126342773,0.19930368661880493,00:32
87,0.20745982229709625,0.19867153465747833,0.19884788990020752,00:32
88,0.20638926327228546,0.19821801781654358,0.1983734667301178,00:32
89,0.20713317394256592,0.19774900376796722,0.19791878759860992,00:32
90,0.20782627165317535,0.19764837622642517,0.19781020283699036,00:32
91,0.2095797061920166,0.19770216941833496,0.19785349071025848,00:32
92,0.20748558640480042,0.19720591604709625,0.19736036658287048,00:32
93,0.20616371929645538,0.19708706438541412,0.19725017249584198,00:32
94,0.2049945592880249,0.19621963798999786,0.196363627910614,00:32
95,0.20704522728919983,0.19727960228919983,0.19743265211582184,00:32
96,0.20590898394584656,0.19738712906837463,0.19754458963871002,00:32
97,0.20602568984031677,0.19642335176467896,0.19657747447490692,00:32
98,0.20083272457122803,0.19722425937652588,0.1973758339881897,00:32
99,0.2041674256324768,0.19700148701667786,0.1971467286348343,00:32
